Dates,P01,P10,P00,P11
07/02/2018 18:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 18:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 18:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 18:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 18:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 19:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 20:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 21:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 22:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
07/02/2018 23:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 00:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 01:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 02:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 03:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 04:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 05:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 06:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 07:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 08:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 09:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 10:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 11:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 12:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 13:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 14:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 15:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 16:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 17:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 18:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 19:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 20:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 21:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 22:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:00,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:25,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:30,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:35,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:40,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:45,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:50,5.00E-01,5.00E-01,5.00E-01,5.00E-01
08/02/2018 23:55,5.00E-01,5.00E-01,5.00E-01,5.00E-01
09/02/2018,5.00E-01,5.00E-01,5.00E-01,5.00E-01
09/02/2018 00:05,5.00E-01,5.00E-01,5.00E-01,5.00E-01
09/02/2018 00:10,5.00E-01,5.00E-01,5.00E-01,5.00E-01
09/02/2018 00:15,5.00E-01,5.00E-01,5.00E-01,5.00E-01
09/02/2018 00:20,5.00E-01,5.00E-01,5.00E-01,5.00E-01
